Method,Name,Error,Occurrences,First Seen,Last Seen
GET,cached-stats:no-target,HTTPError('404 Client Error: Not Found for url: cached-stats:no-target'),162,2026-05-16T20:02:37Z,2026-05-16T20:03:00Z
