Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,announcements:list,49,49,7800,7785.893654796457,7772.651582985418,7826.3250830059405,0.0,0.9748121857158052,0.9748121857158052,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,cached-stats:no-target,130,130,7800,7787.689140376572,7773.626999987755,7862.972874980187,0.0,2.5862364110827487,2.5862364110827487,7800,7800,7800,7800,7800,7800,7800,7900,7900,7900,7900
GET,discover:workspaces,108,0,7800,7792.433118423947,7779.975165991345,7816.502000001492,0.0,2.148565633822591,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,views:list,169,169,7800,7785.441883212815,7773.371957999188,7825.502499996219,0.0,3.362107334407573,3.362107334407573,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,views:popular,35,35,7800,7782.095367799879,7773.65866600303,7815.01962497714,0.0,0.6962944183684323,0.6962944183684323,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
,Aggregated,491,383,7800,7787.3812021583035,7772.651582985418,7862.972874980187,0.0,9.76801598339715,7.619450349574559,7800,7800,7800,7800,7800,7800,7800,7800,7900,7900,7900
